image_id,class_name,relative_path,absolute_path,file_size_bytes,width,height,mode,sha256,phash_hex,dhash_hex
IMG000686,声带息肉,声带息肉/6B55930144F1439CB056E0615B31BD9B_EBYHJ11898128.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6B55930144F1439CB056E0615B31BD9B_EBYHJ11898128.jpg,58069,718,556,RGB,61737f9471024002bdb2f2807791842b15a03624da788f92b2f09897fa17254c,d12fcc746bd03962,f0e4d8c80c9cf8c0
IMG000687,声带息肉,声带息肉/6B55930144F1439CB056E0615B31BD9B_EBYHJ11898131.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6B55930144F1439CB056E0615B31BD9B_EBYHJ11898131.jpg,58638,719,556,RGB,982a42b35346b20df851c4ed5b72e1b83cdd54bf7af682233a87047ae49ce101,d1c9cc66dad9509c,f0e29cc8cc8e8eb4
IMG000688,声带息肉,声带息肉/6B55930144F1439CB056E0615B31BD9B_EBYHJ11898141.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6B55930144F1439CB056E0615B31BD9B_EBYHJ11898141.jpg,56991,720,556,RGB,4e8b28fb06730a39a88b8053bcceea99dee188587c84ba633f424dd751a7d7ab,d52ac89c28ced3cb,e0d8c88e8e9cf0c0
IMG000689,声带息肉,声带息肉/6C0494E466204953A1DF745F9FF1C06C_EBYHJ11718547.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6C0494E466204953A1DF745F9FF1C06C_EBYHJ11718547.jpg,95948,718,556,RGB,7b3cffe223ec9f14f5e522bdbaf8a7a26460a152a3c6effc174906442272ca69,e682f8b751906e95,cfc3c3c346661418
IMG000690,声带息肉,声带息肉/6C0494E466204953A1DF745F9FF1C06C_EBYHJ11718549.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6C0494E466204953A1DF745F9FF1C06C_EBYHJ11718549.jpg,99696,718,556,RGB,596757eda9b5920ea2e87c38a362470c1fb8d45a10c442ed5b959a401727f53f,e0a8dfa3598d6694,dfc98586c4ce4630
IMG000691,声带息肉,声带息肉/6C9C5A5EC04840FE83760A2CB2E37D72_EBYHJ11616731.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6C9C5A5EC04840FE83760A2CB2E37D72_EBYHJ11616731.jpg,77631,719,556,RGB,022b086f23080b33c8021b56be8b8593acce8b38702dfcd65efc461f0c909063,e69869c7d7c89243,e08e8ccccccc864e
IMG000692,声带息肉,声带息肉/6C9C5A5EC04840FE83760A2CB2E37D72_EBYHJ11616732.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6C9C5A5EC04840FE83760A2CB2E37D72_EBYHJ11616732.jpg,77322,718,556,RGB,b80a78f03f4bf3b6218f7e53d308155fdd316513297a4fc5f1fef90e73a79e34,e69869c7d7c89243,e08e8ccccccc864e
IMG000693,声带息肉,声带息肉/6C9C5A5EC04840FE83760A2CB2E37D72_EBYHJ11616733.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6C9C5A5EC04840FE83760A2CB2E37D72_EBYHJ11616733.jpg,82498,719,556,RGB,26c3596c8ff1f0c885266946a8e9fdc74cf5ddf9eab10eafce20431d431bf5d5,b39c24323bc9193f,aca4161a8dcd4ece
IMG000694,声带息肉,声带息肉/6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744377.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744377.jpg,78939,718,556,RGB,40e5ed954156bdb21422335ad777b41b0f9d65461ff50b5d2aa4bd662bcf699b,9170af48fb23d68c,c99cdc9898d1e36e
IMG000695,声带息肉,声带息肉/6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744379.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744379.jpg,78474,717,556,RGB,f97ae314a02aaa86d6bcec622a28ed0a6e16cb6aefeed3aec8d7511ed15ea8f0,e3a8cce0eb897f80,e3464ccccccec860
IMG000696,声带息肉,声带息肉/6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744380.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744380.jpg,98174,717,556,RGB,764a13410739de5056edc8b96051b34915fccb1d48918d3c5fbdcb26fe32aba9,d7300cc2f60dcfe1,64cccacccce86163
IMG000697,声带息肉,声带息肉/6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744381.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744381.jpg,96959,717,556,RGB,7e52b3e887e2c89e2a11f031949bd5a868f08b94258a993d2333497813f4f2fa,b3728cc0370bd0bf,6ddcd8cc8ce86327
IMG000698,声带息肉,声带息肉/6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744382.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6CF41892DD7B44F397771CFEDADEA846_EBYHJ11744382.jpg,80448,717,556,RGB,55b2684bdbd82afc6f500f8a8a17dc021661b4b2fde8a51a8491249187752184,d730cc807f83d82f,64cccccccecce063
IMG000699,声带息肉,声带息肉/6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889195.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889195.jpg,81408,718,556,RGB,abdb5526e57d55c7f822f1af5044f289f38027144ca7c7974db8f707b1eed306,b0cd4e31cf38c933,c6cccc84cc9e9ccc
IMG000700,声带息肉,声带息肉/6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889196.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889196.jpg,80454,718,556,RGB,0aa070cf8f50d398e0fafe6658a386c3b2e0a559c728658860a162f340e4db9c,b0c64f31cf2ecc61,cccc9c8c9c9c9ff9
IMG000701,声带息肉,声带息肉/6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889197.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889197.jpg,84306,718,556,RGB,f97701e13513020dbfcfcbcfbe574f7a1f943e7113ea0ba9d3f1912970f80c0f,e0c94c32c73edc71,849692cacd949cc4
IMG000702,声带息肉,声带息肉/6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889199.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889199.jpg,78723,718,556,RGB,f8f8dd6e3f701e5b036d091321f4d50e45d01b2b6c74a84fc7db23462fc4615c,b14dca368f6e18c9,e6c496ce8e9e8cf8
IMG000703,声带息肉,声带息肉/6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889200.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6D4BA524F3434F058D153BD92BBB223B_EBYHJ11889200.jpg,79976,718,556,RGB,1b2ad785e3a64c812ba98bfda4e7f21b2ef6a8dc5a920b4330320f3190a66d55,b066cc3bc5af6c88,ccccb4cc9c9f9bf0
IMG000704,声带息肉,声带息肉/6F178D641F834D849761C1EB632BED55_EBYHJ11658216.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F178D641F834D849761C1EB632BED55_EBYHJ11658216.jpg,95435,717,556,RGB,8540620f05b45fc6d15846287cb12b63f77df405fe23bb872b914f909c046272,9393cf927dcc7024,5858dcdd9c99e363
IMG000705,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753368.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753368.jpg,81394,718,556,RGB,cc7ed2940fa76029fe6ba9a89b3938ac67490edb232a0c3bce875cfb3be36f3a,e4ce50309781db7b,a02646464e8e968e
IMG000706,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753369.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753369.jpg,82735,720,556,RGB,46691c5b213a2694a20bc1a1c172feb440b6205742d23dbfa355446f0e5bf8b9,e4cc79339631cf30,a0c6c6c6cc8c8c8f
IMG000707,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753370.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753370.jpg,80548,719,556,RGB,f5dc5bde460897ae251877f198afc9cc57f4b84bd17c833d3e5c9dc48d9b9d67,a4c35c1b13c95b79,ccc6868e8e9e868e
IMG000708,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753371.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753371.jpg,78652,719,556,RGB,9ba8ec484f1d75e53bcf85d2d9df1ab23dba4b360953a2b40c1c493ae283df23,a4cb583b13cd127d,c4c6c6ce8e9e968e
IMG000709,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753374.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753374.jpg,77183,719,556,RGB,b2ba3d571b60af2663d6aaabc5c7c47fd58d76219a4bd98a8d0a42464e1e2dc1,e4cf583326d857a8,c4c6c6c68e0e968e
IMG000710,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753375.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753375.jpg,77244,719,556,RGB,526eb0711553b15f36c0347f5d58c6f34356ce72dfc4dbfa200bd2119624f0ed,e4cf583326d857a8,c4c6c6c68e0e968e
IMG000711,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753382.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753382.jpg,79912,719,556,RGB,ab6b153db10cc17df7523c1669bb8c17c4aa82469109e1691e226220924f5299,e4ce5996c05937c9,c0c6c6c6ce8e8696
IMG000712,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753384.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753384.jpg,123010,716,556,RGB,748fef898e6a86793ab1d2278a6162f674427ae929c92890f69c565dd0a9eaad,b4c24c97c97d1cac,cece8e8e8e8e0ea6
IMG000713,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753385.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753385.jpg,125942,716,556,RGB,d91ad49d6f85a98b0353aab938509ed329ff4a58742329ef57c128ca6a9599b2,a6ca4d82ea71de8a,cdc68e8faf0edea6
IMG000714,声带息肉,声带息肉/6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753387.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F195D8731D74577A5673CA852A6D4A0_EBYHJ11753387.jpg,88457,719,556,RGB,9a75447f6cd49ab5fc6b3a3809d7068555d329535184bcf016e71148bd572271,b4cb7c9b98e9122c,d6ce8c8e8e8e9e8e
IMG000715,声带息肉,声带息肉/6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636258.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636258.jpg,59263,718,556,RGB,b0ca9563988197dd0bf572f386df19ea3519b1d25b50557881725f3faa60b3f1,e6f8d9a5c89f0158,8e0f24248fce4821
IMG000716,声带息肉,声带息肉/6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636260.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636260.jpg,62405,718,556,RGB,3db98bbf16d57337fd12458020be2fe1b42e903b923cff938f1035484d9a00ef,e5f09381cc97587c,8006008487c26870
IMG000717,声带息肉,声带息肉/6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636262.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636262.jpg,59848,718,556,RGB,36f115defe5a0d235b587c2244717d9801c91537b20df9b814c480bb2f6f8fbc,f6da99b5569a40a1,188c8c0c0f0e04e0
IMG000718,声带息肉,声带息肉/6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636264.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\6F52E9FE4BAB46029EC7FD25ECB4C176_EBYHJ11636264.jpg,65185,718,556,RGB,f72e747b9086223fbe94591e77c575eda676206bc6f41ffa8f008a447ecd183c,f6db99b5529a40a1,188c8c0c0f0e0ce8
IMG000719,声带息肉,声带息肉/70BFB1A1E4784D018F31EB839D748091_EBYHJ11751737.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\70BFB1A1E4784D018F31EB839D748091_EBYHJ11751737.jpg,90116,718,556,RGB,8980c6998449a2731a021413e9e00b865b05be8073c0b4496572636d5666e5e4,e79b641bcb6d9048,860c064e090e0686
IMG000720,声带息肉,声带息肉/70BFB1A1E4784D018F31EB839D748091_EBYHJ11751738.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\70BFB1A1E4784D018F31EB839D748091_EBYHJ11751738.jpg,87417,718,556,RGB,1fba980e35b8eadcd3f129c78b0f83aa4d37b53a21cf0a8b570dcb6b7ea7bdaa,e5d02e9a4b2d16ae,868e86cacb8c86c6
IMG000721,声带息肉,声带息肉/70BFB1A1E4784D018F31EB839D748091_EBYHJ11751743.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\70BFB1A1E4784D018F31EB839D748091_EBYHJ11751743.jpg,91473,718,556,RGB,f8ec68119494a0ae2038a693964937dd961af3d2ec65b76fdde81bed3148048e,e5da6d1eca29154a,c68686cbc5868787
IMG000722,声带息肉,声带息肉/72BA1CBCF6EF45DF82F5DAE5EA1B3A1D_EBYHJ11626312.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\72BA1CBCF6EF45DF82F5DAE5EA1B3A1D_EBYHJ11626312.jpg,75737,718,556,RGB,28f4d2a1296a722ea00420945a9b2a8518ed2a95c97742d2b4aac64430874518,95b5b48ed2727074,1e5e9ed8e2e262c2
IMG000723,声带息肉,声带息肉/72BA1CBCF6EF45DF82F5DAE5EA1B3A1D_EBYHJ11626313.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\72BA1CBCF6EF45DF82F5DAE5EA1B3A1D_EBYHJ11626313.jpg,67930,718,556,RGB,14a55c4d5eea8b40c8ce295a0fb44286f0223ce43258f1ca1435d4bbea8e06e1,d3b34e9075cf8232,c8c8c84a8cc8e1e1
IMG000724,声带息肉,声带息肉/72D92459CCE541929B13782C2A7AA52E_EBYHJ11743361.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\72D92459CCE541929B13782C2A7AA52E_EBYHJ11743361.jpg,80081,717,556,RGB,324610d0b99a09551cad3560eff3b6febe6ec6f935a659792cf1473fe984f29a,d4674b9126ae19d3,c4cc8f2e8c98f8e0
IMG000725,声带息肉,声带息肉/72D92459CCE541929B13782C2A7AA52E_EBYHJ11743362.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\72D92459CCE541929B13782C2A7AA52E_EBYHJ11743362.jpg,79995,717,556,RGB,55c2e9e3d0258d446f636eed313b510e75ea3f317f637395fb30e763a09c791f,d4674b9126ae19d3,c4cc8f2e8c98f8e0
IMG000726,声带息肉,声带息肉/72D92459CCE541929B13782C2A7AA52E_EBYHJ11743364.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\72D92459CCE541929B13782C2A7AA52E_EBYHJ11743364.jpg,80468,717,556,RGB,52ff50b5bf083cf65d85f625cc2381431080f6e3a51b1062873f55930b8ab55a,d237ed09d1768625,dc8e2c88d8f0a000
IMG000727,声带息肉,声带息肉/72D92459CCE541929B13782C2A7AA52E_EBYHJ11743367.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\72D92459CCE541929B13782C2A7AA52E_EBYHJ11743367.jpg,83569,717,556,RGB,6e518eb9ff33d9867e714851ecc65f4f2951592a805dc4ddba63f6f9d2075d1b,d071ec5ec173b464,190e8cd8f070e1e2
IMG000728,声带息肉,声带息肉/7739E4B9B4FE482AA0E3CA4960ABC565_EBYHJ11767650.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\7739E4B9B4FE482AA0E3CA4960ABC565_EBYHJ11767650.jpg,85098,718,556,RGB,20b66e24a25209cf3b150ca51dde94b687296846ec999d94e3a9436835bc4aa3,f7fa58b46bc02522,310ccccd0e0ef8e0
IMG000729,声带息肉,声带息肉/7739E4B9B4FE482AA0E3CA4960ABC565_EBYHJ11767652.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\7739E4B9B4FE482AA0E3CA4960ABC565_EBYHJ11767652.jpg,85413,718,556,RGB,23339dfc1387a538b0b8a1fc801b972ae82fd7e64f91b7168fb2b76a087b2d04,f2dc4d66c8a2189f,e0e8cccccccc4de9
IMG000730,声带息肉,声带息肉/7739E4B9B4FE482AA0E3CA4960ABC565_EBYHJ11767653.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\7739E4B9B4FE482AA0E3CA4960ABC565_EBYHJ11767653.jpg,82937,719,556,RGB,73efc9d32964585f229dc526c38dbf6b6ec9bc1f763e10f547d0f7325c69b6ad,f2dccc63c83218b7,e0e08ccccc8ccdab
IMG000731,声带息肉,声带息肉/77D2DB0DE1A34ABB838C6DE24AD5DE0C_EBYHJ11608767.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\77D2DB0DE1A34ABB838C6DE24AD5DE0C_EBYHJ11608767.jpg,87135,718,556,RGB,39cca9d3c432809b140285931412bcc516efe762d3df24833af3df5132a99947,e7938c0f039dcd23,49968e4d49333307
IMG000732,声带息肉,声带息肉/77D2DB0DE1A34ABB838C6DE24AD5DE0C_EBYHJ11608769.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\77D2DB0DE1A34ABB838C6DE24AD5DE0C_EBYHJ11608769.jpg,81939,718,556,RGB,e463d25f96115b9622158991f5721a0bfe828238d12c0d16a72caff908ebe0fc,e29b09708f813edd,c0c8cccc0d8ecee0
IMG000733,声带息肉,声带息肉/781854B03B294295813B91E275B698CB_EBYHJ11631587.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\781854B03B294295813B91E275B698CB_EBYHJ11631587.jpg,61723,718,556,RGB,ab2b756d8cb961b77d74cf832a92c28232b5225fb5012e2d658a2a33d1284d35,b1d80d66db645c33,e8d8989c8c8e8ecc
IMG000734,声带息肉,声带息肉/781854B03B294295813B91E275B698CB_EBYHJ11631588.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\781854B03B294295813B91E275B698CB_EBYHJ11631588.jpg,62216,718,556,RGB,9d82a4e6d1e80ecd71e043403d6f4dd9a1922d40fcde3a59c4516c1538e9c334,f1d84e66da6c8632,cc989c9c8c8e86ce
IMG000735,声带息肉,声带息肉/781854B03B294295813B91E275B698CB_EBYHJ11631589.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\781854B03B294295813B91E275B698CB_EBYHJ11631589.jpg,65795,718,556,RGB,144bdeb2315ccbd1274c876aac78cb2bf555e46caae6c1cc2bb1062c12633a53,f1d84e62de6c8632,cc989c9c8c8e86ce
IMG000736,声带息肉,声带息肉/78F61DFB75A745C5BEB9743929F945EC_EBYHJ11616877.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\78F61DFB75A745C5BEB9743929F945EC_EBYHJ11616877.jpg,74632,717,556,RGB,719dc78bc6b4fc7ad2177721c119f13528323b7724e7f579660a738f6efc1116,c587839d8513736e,c0c3c41626149888
IMG000737,声带息肉,声带息肉/78F61DFB75A745C5BEB9743929F945EC_EBYHJ11616892.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\78F61DFB75A745C5BEB9743929F945EC_EBYHJ11616892.jpg,76978,718,556,RGB,898ce5be6cc914c2958356e0bca959a8531543c753352d7f8d9d45f582c888e7,c4a6599aa66399b5,89a4c4c6a4311180
IMG000738,声带息肉,声带息肉/78F61DFB75A745C5BEB9743929F945EC_EBYHJ11616895.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\78F61DFB75A745C5BEB9743929F945EC_EBYHJ11616895.jpg,84267,718,556,RGB,06faf51486d5f7e9e42deb243838b704e4d391f7ae4713c16270213cde22ec0c,c424591eaf6a5b99,a686c6e66430b080
IMG000739,声带息肉,声带息肉/792E022CFC9D47FC899C605277F95EEA_EBYHJ11651332.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\792E022CFC9D47FC899C605277F95EEA_EBYHJ11651332.jpg,98213,718,556,RGB,970ff0e3cf93525543dc48479a68e3aaacc7b5dee7dd0822610d5fea48a6f992,e227ef1b8034dd43,4fcd8e8cc8210301
IMG000740,声带息肉,声带息肉/792E022CFC9D47FC899C605277F95EEA_EBYHJ11651333.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\792E022CFC9D47FC899C605277F95EEA_EBYHJ11651333.jpg,102043,718,556,RGB,81ecfc7b4f6304735ad26857e14b8a825b4685da968f9b0463603d443e3a9a4d,f3a258352bd02dcb,cccccc8d4e0e88c1
IMG000741,声带息肉,声带息肉/79326604BF984DBA9C62518EB9CC564C_EBYHJ11766121.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79326604BF984DBA9C62518EB9CC564C_EBYHJ11766121.jpg,102368,718,556,RGB,555c7afec2f4ed99785f32b83eee8a86a658a2536bcf0c44a1e302dfb668ba83,86aa599761dab670,a3e5e5ccccec70f2
IMG000742,声带息肉,声带息肉/79326604BF984DBA9C62518EB9CC564C_EBYHJ11766123.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79326604BF984DBA9C62518EB9CC564C_EBYHJ11766123.jpg,108795,718,556,RGB,250852012fc120c03598f913b92e7a26b7612a254f55e585169598ffbef7f6e0,e4d9165c71c76827,c6e6c2c2c7a5c4ce
IMG000743,声带息肉,声带息肉/79594F0506CE417FAA961D38A1C39FF1_EBYHJ11886552.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79594F0506CE417FAA961D38A1C39FF1_EBYHJ11886552.jpg,61397,718,556,RGB,2ee7d5131e7a6f4b57b813550af9f6fa5e6147dcbf7f64b4beaa73f2bcf9d4e2,f24ed03b4d638d29,8e8ccccc0e0e8e96
IMG000744,声带息肉,声带息肉/79594F0506CE417FAA961D38A1C39FF1_EBYHJ11886553.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79594F0506CE417FAA961D38A1C39FF1_EBYHJ11886553.jpg,61327,718,556,RGB,bf4d8bc401e5859992f51acb0e75d447d1d0306b8ce0736182b5d2373de99555,f24ed03b4d638d29,8e8ccccc0e0e8e96
IMG000745,声带息肉,声带息肉/79A486CF50A147F48606B05EDE50F268_EBYHJ11665258.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79A486CF50A147F48606B05EDE50F268_EBYHJ11665258.jpg,78397,717,556,RGB,f31f6b2541ab92ee36296d30a4316b41cd388bd985044af381a743bd5b585155,f02af87d9161199e,1b2dccce6c100690
IMG000746,声带息肉,声带息肉/79A486CF50A147F48606B05EDE50F268_EBYHJ11665261.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79A486CF50A147F48606B05EDE50F268_EBYHJ11665261.jpg,80077,718,556,RGB,a264e384ab68d42f4f20f8c5f389a9b7673652e367a4b001e6a97f27a464d676,b3ce5c39cc30d986,98cccccc4c1e9edc
IMG000747,声带息肉,声带息肉/79A486CF50A147F48606B05EDE50F268_EBYHJ11665262.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79A486CF50A147F48606B05EDE50F268_EBYHJ11665262.jpg,79863,718,556,RGB,cf10e603494de2eb3d9254ee2185cbe670564f34b3425e0a09db96550213e6a1,b16acc394d9538cd,b0cdccdc5f1e9cf8
IMG000748,声带息肉,声带息肉/79A486CF50A147F48606B05EDE50F268_EBYHJ11665266.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79A486CF50A147F48606B05EDE50F268_EBYHJ11665266.jpg,78271,718,556,RGB,2ba3eef67701c2bdc4f9dda1cbc9cd52c5864154e8d1b6a62ded5dc322decc24,b3cc1c93c436cf32,f0f08cccccce8e8c
IMG000749,声带息肉,声带息肉/79A486CF50A147F48606B05EDE50F268_EBYHJ11665267.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79A486CF50A147F48606B05EDE50F268_EBYHJ11665267.jpg,78183,718,556,RGB,60ce6c689e59742b46629b4b7da29aabcf3ef821614c21e0f89bc238b8512896,b3cc1c93c436cf32,f0f08cccccce8e8c
IMG000750,声带息肉,声带息肉/79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651368.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651368.jpg,77001,718,556,RGB,1bf87c2e9f50a623447b795875c44f791a23a5e46475556fe0707958e2f1801b,94621bd425afcbd2,e4ccef2686e4f838
IMG000751,声带息肉,声带息肉/79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651370.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651370.jpg,75408,719,556,RGB,4377c6ad8aa4f68f5ef624e0077e6ee566e9ce123170cbf283a39bad35dbf480,856ad8a52edb2b4c,f0dcc9cfc6ceecec
IMG000752,声带息肉,声带息肉/79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651375.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651375.jpg,80642,718,556,RGB,c42ad80f4bf7db3fe0af987e8242cc0e32cb82cd0625b229b5f5c0a1547017c1,a45d9b6dda4249c9,e2d6cacd86c7cffb
IMG000753,声带息肉,声带息肉/79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651376.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651376.jpg,80504,718,556,RGB,4ae140967efd1ba520f86d9de8d9ae40588148486fccae442a03f26b82e51d05,a45d9b6dda4249c9,e0d6cacd86c7cffb
IMG000754,声带息肉,声带息肉/79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651378.jpg,D:\疲劳状态标注\AA喉部图像质量控制\声带息肉\79C0E82E74A347169B6B2DD2A5020ECB_EBYHJ11651378.jpg,73137,719,556,RGB,695e785abcbab5daa7cfcfec557dcebbdf37d7d27559a2e9dfc722ac65a68298,a552d52d92e249dd,ccdccbcfe7e6e6fa
